index,label,split
13894,6,train
13895,6,train
13896,5,train
13897,5,train
13898,5,train
13899,2,train
13900,7,train
13901,5,train
13902,6,train
13903,3,train
13904,1,val
13905,1,train
13906,6,train
13907,2,train
13908,5,train
13909,2,train
13910,6,train
13911,7,test
13912,8,train
13913,7,train
13914,6,test
13915,1,train
13916,1,test
13917,5,train
13918,2,train
13919,2,train
13920,7,train
13921,7,train
13922,9,train
13923,6,test
13924,1,train
13925,9,train
13926,7,train
13927,7,train
13928,0,train
13929,5,val
13930,3,train
13931,7,train
13932,5,test
13933,9,train
13934,8,train
13935,1,train
13936,7,train
13937,7,train
13938,3,train
13939,1,test
13940,2,val
13941,1,train
13942,9,train
13943,5,train
13944,9,train
13945,9,train
13946,0,train
13947,7,train
13948,9,test
13949,6,train
13950,5,train
13951,7,train
13952,7,train
13953,7,train
13954,2,test
13955,5,train
13956,6,train
13957,2,train
13958,9,test
13959,5,train
13960,7,train
13961,3,train
13962,0,train
13963,9,train
13964,9,train
13965,3,train
13966,3,test
13967,1,train
13968,2,train
13969,7,train
13970,2,train
13971,1,train
13972,0,train
13973,3,test
13974,3,train
13975,9,train
13976,6,test
13977,9,test
13978,7,val
13979,1,train
13980,0,train
13981,6,train
13982,7,train
13983,9,val
13984,5,train
13985,6,val
13986,2,test
13987,7,train
13988,7,train
13989,2,train
13990,6,val
13991,5,val
13992,1,train
13993,7,val
13994,1,train
13995,7,test
13996,7,train
13997,0,val
13998,0,train
13999,0,train
14000,3,val
14001,1,train
14002,6,train
14003,8,train
14004,8,val
14005,5,test
14006,0,val
14007,7,train
14008,1,train
14009,2,train
14010,9,val
14011,9,train
14012,2,val
14013,9,train
14014,7,test
14015,8,train
14016,6,train
14017,1,test
14018,1,train
14019,7,train
14020,7,test
14021,1,train
14022,1,train
14023,9,train
14024,6,train
14025,4,val
14026,2,train
14027,2,train
14028,6,train
14029,5,train
14030,3,val
14031,1,train
14032,5,train
14033,2,train
14034,7,train
14035,7,train
14036,0,train
14037,6,train
14038,9,train
14039,3,train
14040,5,val
14041,0,val
14042,2,train
14043,5,test
14044,3,train
14045,2,train
14046,2,train
14047,6,train
14048,2,train
14049,1,train
14050,1,train
14051,3,train
14052,6,test
14053,5,train
14054,3,test
14055,6,test
14056,1,train
14057,1,train
14058,2,train
14059,7,train
14060,3,train
14061,7,train
14062,9,train
14063,2,train
14064,9,val
14065,7,train
14066,5,val
14067,2,train
14068,6,train
14069,7,test
14070,1,train
14071,3,test
14072,9,test
14073,1,train
14074,7,val
14075,8,train
14076,6,train
14077,6,train
14078,6,train
14079,7,train
14080,0,train
14081,7,train
14082,0,train
14083,8,train
14084,8,train
14085,5,train
14086,6,train
14087,4,train
14088,8,test
14089,7,train
14090,7,train
14091,2,train
14092,0,test
14093,3,train
14094,1,train
14095,6,test
14096,9,val
14097,9,train
14098,8,train
14099,2,train
14100,1,val
14101,1,train
14102,2,test
14103,6,train
14104,7,test
14105,9,train
14106,6,test
14107,9,train
14108,0,train
14109,9,train
14110,2,val
14111,7,train
14112,8,val
14113,5,test
14114,7,train
14115,7,test
14116,3,train
14117,3,val
14118,1,test
14119,7,test
14120,8,train
14121,2,train
14122,7,train
14123,4,test
14124,2,train
14125,9,train
14126,6,train
14127,1,train
14128,4,train
14129,5,train
14130,2,train
14131,5,train
14132,0,val
14133,7,test
14134,2,train
14135,9,train
14136,3,test
14137,9,train
14138,3,train
14139,2,train
14140,0,train
14141,1,val
14142,6,train
14143,8,train
14144,8,train
14145,6,test
14146,6,train
14147,8,train
14148,8,val
14149,3,train
14150,9,train
14151,6,train
14152,5,train
14153,2,test
14154,5,train
14155,8,train
14156,2,train
14157,7,train
14158,2,val
14159,2,train
14160,8,train
14161,7,train
14162,9,train
14163,2,train
14164,0,test
14165,8,train
14166,6,train
14167,0,test
14168,5,val
14169,2,train
14170,5,train
14171,2,train
14172,7,test
14173,9,val
14174,6,train
14175,5,train
14176,7,train
14177,8,train
14178,2,train
14179,7,test
14180,3,train
14181,0,test
14182,1,train
14183,9,val
14184,9,test
14185,7,train
14186,2,train
14187,1,test
14188,3,val
14189,8,test
14190,6,train
14191,7,train
14192,2,val
14193,1,train
14194,8,test
14195,2,train
14196,2,train
14197,8,train
14198,2,train
14199,9,train
14200,3,train
14201,0,train
14202,7,train
14203,8,train
14204,8,train
14205,1,val
14206,9,train
14207,9,train
14208,1,train
14209,0,train
14210,1,val
14211,7,train
14212,1,test
14213,9,test
14214,8,train
14215,5,train
14216,3,test
14217,8,train
14218,7,train
14219,3,train
14220,7,train
14221,1,train
14222,1,train
14223,7,train
14224,2,val
14225,7,train
14226,0,train
14227,1,test
14228,7,train
14229,2,val
14230,7,train
14231,1,train
14232,3,train
14233,2,test
14234,1,train
14235,7,train
14236,9,train
14237,9,train
14238,7,train
14239,5,train
14240,3,val
14241,8,train
14242,1,train
14243,7,train
14244,9,test
14245,0,train
14246,1,val
14247,1,train
14248,5,train
14249,4,train
14250,3,train
14251,7,train
14252,2,train
14253,8,train
14254,5,train
14255,3,train
14256,1,train
14257,7,train
14258,3,train
14259,2,train
14260,9,train
14261,3,train
14262,9,train
14263,6,train
14264,3,train
14265,9,train
14266,9,train
14267,0,train
14268,8,test
14269,6,train
14270,4,test
14271,7,train
14272,6,test
14273,7,train
14274,9,test
14275,3,test
14276,3,val
14277,9,train
14278,8,train
14279,7,train
14280,3,train
14281,2,train
14282,0,val
14283,1,test
14284,5,train
14285,3,train
14286,1,train
14287,2,train
14288,5,train
14289,9,test
14290,6,train
14291,9,train
14292,5,test
14293,3,train
14294,3,train
14295,1,val
14296,5,train
14297,5,test
14298,6,train
14299,6,train
14300,2,val
14301,9,train
14302,1,val
14303,1,train
14304,4,train
14305,6,val
14306,2,train
14307,3,train
14308,6,val
14309,6,train
14310,2,train
14311,8,train
14312,8,train
14313,0,train
14314,7,train
14315,7,train
14316,0,train
14317,7,test
14318,5,train
14319,7,train
14320,7,val
14321,3,train
14322,8,test
14323,3,train
14324,9,val
14325,8,train
14326,3,train
14327,4,train
14328,8,train
14329,2,train
14330,3,train
14331,6,train
14332,1,val
14333,6,train
14334,2,train
14335,5,train
14336,3,train
14337,6,train
14338,7,train
14339,2,train
14340,1,train
14341,3,test
14342,8,train
14343,2,test
14344,5,train
14345,7,train
14346,2,train
14347,2,val
14348,2,val
14349,7,val
14350,5,train
14351,1,train
14352,3,train
14353,2,train
14354,5,train
14355,1,train
14356,4,train
14357,2,train
14358,2,val
14359,7,train
14360,6,test
14361,5,val
14362,7,train
14363,7,train
14364,2,train
14365,1,val
14366,8,train
14367,0,train
14368,2,train
14369,3,test
14370,9,train
14371,9,train
14372,6,train
14373,2,train
14374,6,train
14375,3,train
14376,6,train
14377,3,test
14378,4,train
14379,0,train
14380,9,train
14381,8,train
14382,1,train
14383,2,test
14384,3,train
14385,3,train
14386,1,train
14387,1,train
14388,2,train
14389,2,train
14390,7,train
14391,0,train
14392,2,train
14393,7,train
14394,0,train
14395,3,train
14396,3,test
14397,7,train
14398,8,train
14399,5,train
14400,0,train
14401,7,test
14402,3,train
14403,9,val
14404,1,test
14405,5,train
14406,2,train
14407,2,train
14408,2,train
14409,1,train
14410,1,train
14411,0,train
14412,6,train
14413,0,train
14414,2,train
14415,6,train
14416,3,test
14417,2,val
14418,1,train
14419,9,train
14420,9,train
14421,3,test
14422,7,test
14423,5,train
14424,8,train
14425,9,train
14426,2,train
14427,0,test
14428,6,train
14429,0,train
14430,7,train
14431,6,val
14432,1,train
14433,6,val
14434,9,train
14435,3,train
14436,5,train
14437,2,train
14438,7,val
14439,0,train
14440,7,train
14441,3,train
14442,9,train
14443,1,train
14444,9,train
14445,0,train
14446,2,train
14447,9,val
14448,9,train
14449,7,val
14450,3,val
14451,5,train
14452,2,test
14453,3,val
14454,2,test
14455,9,train
14456,6,val
14457,5,val
14458,5,train
14459,6,train
14460,3,train
14461,2,train
14462,7,test
14463,5,val
14464,3,val
14465,7,val
14466,2,train
14467,6,train
14468,3,train
14469,2,train
14470,7,val
14471,9,test
14472,4,train
14473,6,train
14474,2,val
14475,9,train
14476,3,train
14477,8,train
14478,7,val
14479,5,train
14480,7,val
14481,2,train
14482,2,train
14483,9,test
14484,8,train
14485,7,train
14486,6,train
14487,6,test
14488,7,val
14489,7,val
14490,7,train
14491,9,train
14492,3,train
14493,2,train
14494,9,test
14495,8,train
14496,2,val
14497,9,train
14498,9,val
14499,8,val
14500,2,test
14501,5,val
14502,8,train
14503,2,train
14504,5,train
14505,5,train
14506,8,val
14507,9,train
14508,1,train
14509,9,train
14510,1,train
14511,5,train
14512,0,train
14513,5,train
14514,0,train
14515,7,train
14516,9,train
14517,7,train
14518,6,train
14519,1,train
14520,1,train
14521,7,train
14522,9,train
14523,1,train
14524,0,train
14525,1,train
14526,0,train
14527,7,train
14528,2,train
14529,6,train
14530,1,train
14531,5,train
14532,7,test
14533,2,train
14534,6,train
14535,2,train
14536,1,train
14537,6,train
14538,1,train
14539,7,val
14540,8,test
14541,7,train
14542,5,train
14543,3,train
14544,2,test
14545,2,train
14546,7,test
14547,5,val
14548,1,train
14549,4,train
14550,5,test
14551,2,test
14552,1,train
14553,7,test
14554,5,train
14555,1,train
14556,6,train
14557,9,train
14558,3,train
14559,8,train
14560,8,train
14561,3,val
14562,4,train
14563,5,train
14564,7,train
14565,1,train
14566,4,train
14567,7,train
14568,6,train
14569,2,train
14570,7,train
14571,6,train
14572,2,train
14573,3,train
14574,1,train
14575,2,train
14576,1,train
14577,8,val
14578,8,train
14579,9,test
14580,9,train
14581,4,val
14582,9,test
14583,7,train
14584,7,train
14585,9,train
14586,3,train
14587,2,train
14588,6,test
14589,6,train
14590,9,test
14591,8,train
14592,9,test
14593,2,test
14594,0,train
14595,5,train
14596,0,train
14597,0,val
14598,3,train
14599,0,train
14600,4,train
14601,3,train
14602,9,train
14603,3,train
14604,7,train
14605,5,val
14606,1,val
14607,3,test
14608,8,train
14609,6,train
14610,5,train
14611,2,val
14612,5,val
14613,3,val
14614,3,val
14615,7,train
14616,3,train
14617,9,train
14618,2,train
14619,9,train
14620,7,train
14621,2,train
14622,5,val
14623,8,val
14624,7,train
14625,9,train
14626,3,train
14627,7,val
14628,3,test
14629,3,train
14630,5,test
14631,9,train
14632,5,train
14633,5,train
14634,9,train
14635,3,train
14636,3,train
14637,3,train
14638,3,train
14639,9,test
14640,2,train
14641,7,train
14642,3,train
14643,9,test
14644,8,test
14645,8,train
14646,5,train
14647,1,train
14648,7,val
14649,6,val
14650,2,train
14651,2,train
14652,3,train
14653,7,test
14654,6,train
14655,3,train
14656,9,train
14657,0,train
14658,0,val
14659,3,test
14660,9,train
14661,6,train
14662,3,train
14663,0,train
14664,3,test
14665,7,train
14666,7,train
14667,3,train
14668,2,train
14669,7,train
14670,0,val
14671,9,train
14672,2,val
14673,9,train
14674,2,train
14675,7,train
14676,6,train
14677,5,train
14678,8,train
14679,5,train
14680,9,train
14681,7,test
14682,2,train
14683,8,val
14684,6,val
14685,9,train
14686,2,test
14687,1,train
14688,1,train
14689,9,train
14690,0,test
14691,9,train
14692,3,val
14693,0,train
14694,3,val
14695,2,train
14696,6,val
14697,6,train
14698,9,train
14699,2,train
14700,6,train
14701,1,train
14702,8,train
14703,8,train
14704,1,test
14705,5,train
14706,2,train
14707,3,train
14708,6,train
14709,5,train
14710,7,val
14711,1,test
14712,3,test
14713,2,train
14714,2,val
14715,7,train
14716,1,train
14717,1,test
14718,9,train
14719,2,train
14720,7,test
14721,7,test
14722,2,train
14723,7,train
14724,7,train
14725,3,train
14726,4,train
14727,7,train
14728,5,test
14729,8,train
14730,5,train
14731,9,train
14732,9,train
14733,5,train
14734,6,train
14735,7,train
14736,0,train
14737,0,train
14738,9,val
14739,2,val
14740,9,train
14741,7,train
14742,8,train
14743,1,test
14744,1,val
14745,2,test
14746,5,train
14747,5,train
14748,3,val
14749,7,val
14750,8,train
14751,7,train
14752,7,test
14753,1,train
14754,5,train
14755,1,val
14756,8,train
14757,7,train
14758,1,val
14759,2,train
14760,7,val
14761,9,train
14762,1,train
14763,2,val
14764,9,val
14765,6,train
14766,7,train
14767,0,train
14768,8,test
14769,6,train
14770,1,train
14771,2,val
14772,2,train
14773,2,train
14774,7,test
14775,8,val
14776,6,train
14777,5,train
14778,7,train
14779,2,test
14780,3,train
14781,7,train
14782,7,train
14783,7,val
14784,4,train
14785,7,train
14786,3,train
14787,3,train
14788,1,train
14789,9,train
14790,7,train
14791,9,train
14792,7,test
14793,2,train
14794,1,train
14795,0,train
14796,9,train
14797,5,train
14798,7,train
14799,6,train
14800,6,train
14801,2,train
14802,1,train
14803,2,train
14804,4,train
14805,1,val
14806,2,train
14807,5,train
14808,7,val
14809,8,train
14810,7,train
14811,2,test
14812,5,train
14813,3,train
14814,3,train
14815,9,train
14816,5,train
14817,7,train
14818,6,val
14819,0,val
14820,1,train
14821,9,val
14822,2,train
14823,9,test
14824,5,test
14825,7,train
14826,6,train
14827,7,val
14828,5,train
14829,1,train
14830,8,train
14831,6,train
14832,5,train
14833,6,test
14834,2,val
14835,8,train
14836,6,train
14837,7,train
14838,9,test
14839,2,val
14840,6,train
14841,6,val
14842,3,train
14843,8,train
14844,2,train
14845,1,train
14846,2,train
14847,7,train
14848,8,train
14849,9,test
14850,6,train
14851,4,train
14852,3,train
14853,6,train
14854,5,train
14855,0,train
14856,8,train
14857,9,val
14858,9,test
14859,2,train
14860,7,train
14861,7,train
14862,5,val
14863,9,val
14864,4,train
14865,1,train
14866,6,train
14867,7,train
14868,4,train
14869,8,test
14870,2,train
14871,5,test
14872,1,val
14873,7,train
14874,6,train
14875,2,train
14876,6,test
14877,5,train
14878,5,train
14879,3,train
14880,7,val
14881,9,train
14882,7,train
14883,2,train
14884,7,train
14885,6,train
14886,1,train
14887,2,train
14888,7,train
14889,5,val
14890,1,train
14891,2,train
14892,7,val
14893,1,test
14894,1,train
14895,1,train
14896,7,train
14897,3,train
14898,3,val
14899,4,train
14900,7,train
14901,1,train
14902,3,test
14903,5,test
14904,7,train
14905,5,train
14906,2,val
14907,3,train
14908,9,train
14909,3,train
14910,3,train
14911,9,test
14912,6,train
14913,6,train
14914,7,train
14915,1,train
14916,2,train
14917,6,train
14918,0,test
14919,7,train
14920,1,train
14921,1,train
14922,1,train
14923,7,train
14924,3,train
14925,9,train
14926,1,test
14927,6,train
14928,2,train
14929,2,test
14930,7,train
14931,2,train
14932,0,test
14933,6,test
14934,4,train
14935,3,test
14936,7,train
14937,7,train
14938,6,val
14939,7,train
14940,2,train
14941,8,train
14942,3,train
14943,8,train
14944,3,train
14945,6,train
14946,5,train
14947,5,train
14948,6,train
14949,8,train
14950,2,train
14951,5,train
14952,9,train
14953,1,test
14954,2,val
14955,0,val
14956,2,train
14957,1,test
14958,3,train
14959,9,test
14960,6,val
14961,5,val
14962,5,test
14963,3,train
14964,2,test
14965,7,train
14966,9,train
14967,6,train
14968,1,train
14969,8,train
14970,7,train
14971,5,train
14972,8,test
14973,2,train
14974,3,test
14975,5,train
14976,5,train
14977,3,val
14978,5,train
14979,5,train
14980,1,train
14981,3,val
14982,0,train
14983,2,train
14984,1,train
14985,6,train
14986,3,test
14987,4,val
14988,3,train
14989,0,train
14990,8,train
14991,9,train
14992,7,test
14993,9,train
14994,7,train
14995,6,train
14996,6,train
14997,3,train
14998,2,train
14999,5,val
15000,9,test
15001,9,train
15002,8,train
15003,7,train
15004,0,train
15005,7,train
15006,6,train
15007,3,train
15008,2,test
15009,5,test
15010,1,train
15011,5,train
15012,3,train
15013,9,test
15014,9,train
15015,5,train
15016,1,test
15017,6,train
15018,7,train
15019,2,train
15020,6,train
15021,2,test
15022,1,train
15023,3,train
15024,7,train
15025,7,val
15026,2,train
15027,7,train
15028,8,train
15029,7,train
15030,9,train
15031,7,train
15032,9,train
15033,2,train
15034,8,test
15035,6,val
15036,1,train
15037,7,val
15038,1,train
15039,1,train
15040,3,val
15041,6,test
15042,2,train
15043,8,train
15044,2,train
15045,9,test
15046,2,train
15047,8,train
15048,5,train
15049,0,train
15050,2,train
15051,9,train
15052,3,val
15053,3,train
15054,1,val
15055,3,val
15056,1,train
15057,9,test
15058,3,train
15059,5,train
15060,6,test
15061,8,test
15062,3,train
15063,2,train
15064,5,train
15065,2,test
15066,2,train
15067,5,train
15068,7,test
15069,9,test
15070,0,train
15071,9,test
15072,3,val
15073,2,train
15074,7,train
15075,7,train
15076,6,train
15077,8,train
15078,4,train
15079,5,train
15080,3,val
15081,6,train
15082,0,train
15083,8,train
15084,6,train
15085,9,train
15086,7,train
15087,0,train
15088,2,val
15089,7,test
15090,5,train
15091,5,train
15092,2,test
15093,6,val
15094,2,train
15095,5,train
15096,1,train
15097,2,train
15098,2,val
15099,8,train
15100,1,train
15101,1,test
15102,3,train
15103,7,test
15104,6,train
15105,2,train
15106,2,train
15107,0,train
15108,4,train
15109,7,val
15110,1,train
15111,5,train
15112,1,train
15113,2,train
15114,7,train
15115,9,train
15116,2,train
15117,6,train
15118,6,train
15119,6,train
15120,5,train
15121,9,train
15122,7,train
15123,6,train
15124,7,train
15125,5,train
15126,8,val
15127,8,train
15128,7,val
15129,9,train
15130,6,train
15131,6,train
15132,9,val
15133,3,val
15134,5,train
15135,8,train
15136,5,train
15137,7,test
15138,2,train
15139,2,train
15140,8,test
15141,7,test
15142,5,train
15143,3,train
15144,5,val
15145,7,train
15146,5,train
15147,7,train
15148,9,train
15149,3,val
15150,9,train
15151,4,test
15152,1,train
15153,2,train
15154,7,train
15155,7,test
15156,2,train
15157,3,train
15158,3,val
15159,3,val
15160,2,train
15161,8,test
15162,3,train
15163,7,val
15164,0,train
15165,8,train
15166,7,val
15167,0,train
15168,5,train
15169,2,train
15170,1,val
15171,9,train
15172,3,train
15173,9,train
15174,8,val
15175,2,train
15176,5,test
15177,3,val
15178,1,val
15179,6,test
15180,8,train
15181,1,val
15182,7,train
15183,8,train
15184,3,test
15185,6,val
15186,5,train
15187,2,test
15188,2,train
15189,7,test
15190,7,train
15191,1,val
15192,3,val
15193,7,train
15194,7,train
15195,6,val
15196,1,train
15197,7,train
15198,9,train
15199,7,train
15200,7,train
15201,3,train
15202,1,train
15203,4,val
15204,9,train
15205,2,test
15206,2,train
15207,2,val
15208,0,val
15209,7,train
15210,2,train
15211,6,val
15212,6,val
15213,1,train
15214,7,train
15215,3,train
15216,9,test
15217,1,test
15218,1,val
15219,6,train
15220,1,train
15221,1,train
15222,2,test
15223,5,train
15224,6,train
15225,7,train
15226,1,train
15227,3,train
15228,2,test
15229,5,train
15230,3,test
15231,5,test
15232,6,train
15233,9,train
15234,5,train
15235,6,test
15236,6,test
15237,6,val
15238,5,test
15239,9,val
15240,7,train
15241,5,train
15242,2,train
15243,2,val
15244,9,test
15245,5,val
15246,2,test
15247,7,train
15248,5,train
15249,7,train
15250,5,train
15251,9,val
15252,5,test
15253,5,train
15254,7,train
15255,6,val
15256,7,train
15257,3,train
15258,8,train
15259,2,train
15260,9,test
15261,1,train
15262,9,train
15263,7,train
15264,0,test
15265,2,test
15266,2,test
15267,2,train
15268,3,train
15269,7,train
15270,2,train
15271,3,val
15272,8,train
15273,9,train
15274,1,test
15275,2,train
15276,8,train
15277,5,train
15278,0,train
15279,5,test
15280,3,train
15281,2,test
15282,2,val
15283,7,val
15284,7,train
15285,8,train
15286,0,train
15287,6,train
15288,5,train
15289,7,train
15290,7,train
15291,0,train
15292,3,val
15293,8,test
15294,7,train
15295,1,train
15296,8,test
15297,6,train
15298,5,train
15299,2,test
15300,5,train
15301,2,train
15302,7,train
15303,0,train
15304,7,train
15305,8,train
15306,5,train
15307,9,val
15308,1,train
15309,2,train
15310,2,val
15311,3,train
15312,9,train
15313,2,train
15314,8,train
15315,7,train
15316,7,train
15317,6,test
15318,3,train
15319,2,train
15320,1,train
15321,9,train
15322,2,val
15323,6,train
15324,5,train
15325,3,train
15326,5,train
15327,6,train
15328,0,val
15329,7,test
15330,3,train
15331,8,train
15332,1,train
15333,7,train
15334,0,train
15335,3,test
15336,0,train
15337,5,val
15338,7,train
15339,2,train
15340,2,train
15341,0,train
15342,4,train
15343,7,train
15344,8,train
15345,7,train
15346,5,train
15347,2,test
15348,6,train
15349,3,val
15350,1,test
15351,3,val
15352,9,train
15353,6,train
15354,6,test
15355,3,train
15356,6,test
15357,6,train
15358,1,train
15359,1,train
15360,5,train
15361,8,test
15362,9,val
15363,7,train
15364,2,val
15365,5,val
15366,7,train
15367,8,val
15368,0,test
15369,3,test
15370,6,val
15371,3,val
15372,9,train
15373,8,train
15374,7,train
15375,3,train
15376,1,val
15377,2,train
15378,9,train
15379,7,test
15380,6,val
15381,1,train
15382,0,train
15383,3,train
15384,9,train
15385,7,train
15386,5,train
15387,8,train
15388,6,train
15389,0,train
15390,8,train
15391,1,train
15392,1,train
15393,1,test
15394,0,train
15395,2,train
15396,0,train
15397,3,val
15398,2,test
15399,3,train
15400,6,train
15401,3,train
15402,0,train
15403,6,train
15404,7,train
15405,5,train
15406,1,train
15407,3,train
15408,6,train
15409,7,train
15410,1,train
15411,3,train
15412,2,train
15413,7,train
15414,9,train
15415,7,val
15416,8,train
15417,7,train
15418,8,train
15419,9,train
15420,5,train
15421,5,train
15422,1,train
15423,5,train
15424,9,train
15425,7,val
15426,9,train
15427,1,train
15428,2,train
15429,3,val
15430,6,train
15431,8,train
15432,9,val
15433,3,test
15434,2,train
15435,2,train
15436,7,train
15437,2,train
15438,6,train
15439,5,val
15440,7,train
15441,7,train
15442,7,train
15443,5,train
15444,2,test
15445,6,val
15446,6,train
15447,7,val
15448,2,val
15449,5,val
15450,4,train
15451,3,val
15452,0,train
15453,7,train
15454,9,test
15455,2,train
15456,3,train
15457,9,train
15458,6,train
15459,7,test
15460,1,train
15461,1,train
15462,7,train
15463,6,val
15464,2,train
15465,7,val
15466,7,train
15467,2,train
15468,9,train
15469,2,train
15470,2,train
15471,3,train
15472,6,train
15473,3,test
15474,1,train
15475,9,train
15476,8,val
15477,5,test
15478,3,train
15479,8,train
15480,7,train
15481,3,train
15482,6,train
15483,1,train
15484,6,train
15485,6,train
15486,2,train
15487,6,val
15488,5,test
15489,6,train
15490,2,train
15491,7,train
15492,2,train
15493,1,train
15494,3,train
15495,8,train
15496,6,train
15497,3,train
15498,5,train
15499,7,test
15500,5,test
15501,6,train
15502,5,train
15503,0,test
15504,0,test
15505,7,train
15506,9,test
15507,6,val
15508,6,test
15509,7,train
15510,5,train
15511,3,train
15512,9,train
15513,0,train
15514,4,train
15515,3,train
15516,1,train
15517,2,train
15518,1,train
15519,3,train
15520,7,train
15521,1,val
15522,8,test
15523,3,train
15524,7,train
15525,0,train
15526,3,train
15527,5,test
15528,9,test
15529,2,train
15530,9,train
15531,5,test
15532,6,train
15533,6,train
15534,2,train
15535,3,train
15536,5,val
15537,8,train
15538,7,train
15539,0,val
15540,6,train
15541,1,test
15542,6,train
15543,7,test
15544,5,train
15545,2,test
15546,2,train
15547,2,test
15548,5,test
15549,0,test
15550,1,train
15551,2,train
15552,5,train
15553,1,train
15554,0,val
15555,5,val
15556,2,test
15557,1,train
15558,2,test
15559,9,train
15560,7,val
15561,6,test
15562,2,train
15563,6,train
15564,0,test
15565,7,train
15566,5,train
15567,5,train
15568,6,test
15569,3,val
15570,2,train
15571,3,train
15572,3,train
15573,3,train
15574,8,test
15575,0,train
15576,7,train
15577,3,train
15578,6,test
15579,2,val
15580,9,train
15581,8,val
15582,1,test
15583,9,train
15584,2,train
15585,7,train
15586,8,train
15587,2,test
15588,3,train
15589,6,val
15590,3,test
15591,0,train
15592,7,train
15593,3,test
15594,1,train
15595,7,val
15596,6,val
15597,2,train
15598,9,train
15599,1,test
15600,3,train
15601,9,train
15602,1,train
15603,6,train
15604,9,train
15605,6,test
15606,7,train
15607,5,val
15608,2,test
15609,3,test
15610,9,train
15611,6,train
15612,1,train
15613,7,train
15614,6,train
15615,2,test
15616,3,val
15617,7,train
15618,4,train
15619,7,val
15620,3,train
15621,2,train
15622,9,train
15623,2,train
15624,2,train
15625,3,val
15626,6,train
15627,7,train
15628,3,train
15629,6,test
15630,5,test
15631,3,test
15632,2,test
15633,1,test
15634,3,train
15635,3,train
15636,3,train
15637,7,test
15638,2,train
15639,6,train
15640,3,train
15641,3,train
15642,7,train
15643,9,train
15644,1,test
15645,6,val
15646,9,train
15647,0,train
15648,1,train
15649,1,train
15650,3,val
15651,2,train
15652,0,val
15653,5,train
15654,9,val
15655,2,train
15656,7,train
15657,4,train
15658,2,train
15659,2,val
15660,0,test
15661,3,val
15662,6,train
15663,9,train
15664,1,train
15665,6,train
15666,2,train
15667,2,train
15668,5,train
15669,3,train
15670,7,train
15671,7,train
15672,6,train
15673,8,val
15674,7,train
15675,2,train
15676,8,train
15677,1,train
15678,6,val
15679,2,train
15680,5,test
15681,1,train
15682,0,test
15683,9,train
15684,3,val
15685,7,val
15686,9,val
15687,3,train
15688,7,train
15689,0,train
15690,5,train
15691,3,train
15692,3,train
15693,3,train
15694,8,train
15695,8,train
15696,8,val
15697,2,train
15698,3,val
15699,3,val
15700,2,train
15701,1,train
15702,1,test
15703,3,train
15704,7,train
15705,6,train
15706,6,train
15707,5,val
15708,1,val
15709,7,train
15710,0,val
15711,9,train
15712,7,train
15713,8,test
15714,1,train
15715,9,train
15716,0,train
15717,0,train
15718,7,train
15719,9,train
15720,3,train
15721,3,test
15722,2,test
15723,9,train
15724,1,train
15725,6,train
15726,7,val
15727,1,val
15728,7,train
15729,1,train
15730,3,train
15731,6,train
15732,5,train
15733,0,train
15734,9,train
15735,5,train
15736,8,train
15737,0,train
15738,7,test
15739,7,test
15740,0,train
15741,6,train
15742,5,test
15743,4,val
15744,7,test
15745,2,train
15746,3,train
15747,0,train
15748,8,train
15749,6,train
15750,6,train
15751,8,train
15752,7,test
15753,8,train
15754,6,train
15755,0,val
15756,5,train
15757,9,test
15758,2,train
15759,5,test
15760,1,test
15761,2,train
15762,9,train
15763,2,val
15764,9,train
15765,8,test
15766,8,train
15767,9,val
15768,6,train
15769,7,train
15770,8,val
15771,6,train
15772,5,train
15773,2,train
15774,6,test
15775,7,test
15776,5,test
15777,3,train
15778,9,train
15779,8,val
15780,4,train
15781,1,train
15782,0,train
15783,3,test
15784,3,test
15785,6,train
15786,7,val
15787,6,train
15788,3,train
15789,0,test
15790,7,train
15791,2,train
15792,8,test
15793,2,train
15794,7,train
15795,6,train
15796,5,test
15797,2,train
15798,8,train
15799,1,train
15800,5,train
15801,2,test
15802,1,train
15803,7,val
15804,7,train
15805,8,train
15806,8,train
15807,7,train
15808,2,train
15809,6,train
15810,5,test
15811,4,train
15812,2,train
15813,0,train
15814,9,train
15815,2,train
15816,0,train
15817,2,train
15818,5,train
15819,3,train
15820,9,train
15821,6,train
15822,7,val
15823,9,train
15824,3,train
15825,5,train
15826,6,val
15827,6,train
15828,5,test
15829,1,train
15830,5,test
15831,6,train
15832,0,train
15833,9,val
15834,6,train
15835,2,train
15836,9,train
15837,5,train
15838,2,val
15839,6,train
15840,3,val
15841,3,val
15842,6,train
15843,3,train
15844,7,val
15845,0,val
15846,7,train
15847,5,train
15848,1,train
15849,5,train
15850,5,val
15851,5,test
15852,8,train
15853,1,train
15854,9,train
15855,1,train
15856,3,train
15857,3,train
15858,4,train
15859,9,train
15860,5,train
15861,2,test
15862,1,train
15863,7,train
15864,7,val
15865,2,train
15866,3,val
15867,3,train
15868,1,val
15869,3,train
15870,5,test
15871,2,test
15872,1,train
15873,6,train
15874,3,train
15875,9,train
15876,2,train
15877,1,test
15878,4,train
15879,9,val
15880,6,test
15881,1,train
15882,4,train
15883,9,train
15884,8,train
15885,6,train
15886,4,train
15887,9,train
15888,2,train
15889,5,train
15890,7,train
15891,7,train
15892,0,train
